Accessible Entrances,Accessible Washrooms,Accessible Parking,Individual Service,Wait Accommodations,location_name,city,website,phone,postal_code,address,province,monday,tuesday,wednesday,thursday,friday,latitude,longitude
Yes,Yes,Yes,No,Yes,Niagara Health - Welland Hospital Site (WHS),Welland,https://www.niagarahealth.on.ca/centres,905-378-4647 ext. 42819,L3B 4W6,65 Third Street,ON,09:00-17:00,,09:00-17:00,09:00-17:00,09:00-17:00,42.979233,-79.24921
No,Yes,No,No,Yes,Killaloe - Killaloe Curling Club/Renfrew County Virtual Triage and Assessment Centre,Killaloe,https://rcvtac.ca/,844-727-6404,K0J 2A0,34 Cameron Street,ON,,,,14:00-15:30,,45.55808,-77.415574
No,No,Yes,Yes,No,"South Georgian Bay Regional Assessment Centre ",Collingwood,http://www.gbfht.ca/cac,705-444-5885,L9Y 1N6,490 Ontario Street,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,44.503928,-80.201516
Yes,Yes,No,No,Yes,Midland Assessment Centre,Midland,http://gbgh.on.ca/covid-19-novel-coronavirus-updates/,705-529-1025,L4R 4P4,1156 St. Andrews Drive,ON,08:00-16:00,08:00-20:00,08:00-16:00,08:00-20:00,08:00-16:00,44.74184,-79.912455
No,Yes,Yes,Yes,No,"Markham Stouffville Hospital ",Markham,https://www.msh.on.ca/,,L3P 7P3,381 Church Street,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.884138,-79.231961
No,Yes,Yes,No,No,Mississauga Hospital - Clinical Administrative Building,Mississauga,"trilliumhealthpartners.ca/covid-19/A/assessment.html#starthere ",,L5B 1M9,15 Bronte College Court,ON,08:30-19:30,08:30-19:30,08:30-19:30,08:30-19:30,08:30-19:30,43.572542,-79.60644
No,Yes,Yes,No,No,COVID-19 Trillium Health Partners - Mississauga S,Mississauga,https://trilliumhealthpartners.ca/covid-19/A/assessment.html#starthere,,L5M 2N1,2200 Eglinton Avenue West,ON,08:30-19:30,08:30-19:30,08:30-19:30,08:30-19:30,08:30-19:30,43.558655,-79.703279
Yes,No,Yes,Yes,Yes,William Osler Health System - Etobicoke COVID 19 Testing Centre,Etobicoke,https://www.williamoslerhs.ca/coronavirus,905-487-1249,M9V 1R8,101 Humber College Boulevard,ON,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,43.729001,-79.597572
No,No,Yes,No,Yes,William Osler Health System - Brampton COVID 19 Testing Centre,Brampton,https://www.williamoslerhs.ca/coronavirus,905-487-1249,L6Y 5B3,20 Lynch Street,ON,14:00-21:00,14:00-21:00,14:00-21:00,14:00-21:00,14:00-21:00,43.652793,-79.735957
No,No,No,Yes,No,"COVID-19 CHEO Assessment Centre for Infants, Children and Youth at Brewer Park Arena",Ottawa,https://www.ottawapublichealth.ca/en/shared-content/assessment-centres.aspx,613-737-7600 ext. 6720,K1S 5T1,151 Brewer Way,ON,08:30-19:30,08:30-19:30,08:30-19:30,08:30-19:30,08:30-15:30,45.389239,-75.690478
No,Yes,Yes,No,No,COVID-19 Assessment Centre for Adults at Brewer Park Arena,Ottawa,https://www.ottawapublichealth.ca/en/shared-content/assessment-centres.aspx,613-737-8193,K1S 5T1,151 Brewer Way,ON,08:30-19:30,08:30-19:30,08:30-19:30,08:30-19:30,08:30-15:30,45.389239,-75.690478
Yes,No,Yes,No,No,"Akausivik Inuit Family Health Team - COVID-19 Assessment Centre ",Ottawa,https://eohu.ca/en/covid-19-novel-coronavirus,613-740-0999,K1L 0A4,"24 Selkirk Street, Suite 300",ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,45.431716,-75.667688
Yes,Yes,No,No,No,Hawkesbury COVID-19 Assessment Centre,Hawkesbury,https://eohu.ca/en/covid/covid-19-testing-assessment-centres,613-632-1111 ext. 53800,K6A 3N9,750 Laurier Street,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,45.603834,-74.598607
No,No,Yes,Yes,Yes,Casselman COVID-19 Testing Centre,Casselman,"https://eohu.ca/fr/covid/covid-19-testing-assessment-centres ",800-267-8260,K0A 1M0,710 Principale Street,ON,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,45.312555,-75.086104
No,No,Yes,Yes,Yes,COVID-19 Care and Testing Centre – Heron,Ottawa,https://hopitalmontfort.com/en/second-covid-19-care-clinic-opening-ottawa-east-thursday,613-746-4621,K1V 6A6,1485 Heron Road,ON,09:00-15:30,09:00-15:30,09:00-15:30,09:00-15:30,09:00-15:30,45.38042,-75.654826
No,No,No,Yes,Yes,Kingston Assessment Centre,Kingston,https://kingstonhsc.ca/patients-families-and-visitors/covid-19-information/community-assessment-centre,613-548-2376,K7M 9B1,51 Heakes Lane,ON,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,44.218676,-76.521757
No,Yes,Yes,Yes,Yes,Prince Edward Covid-19 Assessment Centre - Prince Edward Community Centre,Picton,https://www.qhc.on.ca/covid-19.php,613-813-6864,K0K 2T0,375 Main Street,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,44.008797,-77.139402
No,Yes,Yes,No,No,"COVID-19 Care and Testing Centre –  Moodie ",Ottawa,https://www.ottawapublichealth.ca/en/shared-content/assessment-centres.aspx,,K2H 8A8,595 Moodie Drive,ON,09:00-15:30,09:00-15:30,09:00-15:30,09:00-15:30,09:00-15:30,45.310814,-75.825601
No,Yes,Yes,No,Yes,Quinte West COVID-19 Assessment Centre/Duncan McDonald Memorial Community Gardens Arena,Trenton,https://www.qhc.on.ca/covid-19.php,613-961-5544,K8V 5S6,8 Couch Crescent,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,44.102899,-77.569555
Yes,No,No,Yes,Yes,Deep River Assessment Centre,Deep River,https://rcvtac.ca/,844-727-6404,K0J 1P0,37 Banting Drive,ON,,,11:00-3:00,,09:00-11:00,46.09198,-77.476037
Yes,Yes,Yes,Yes,Yes,Arnprior Assessment Centre,Arnprior,https://rcvtac.ca/,844-727-6404,K7S 2B7,91 Meehan Street,ON,,,,09:00-3:00,,45.434099,-76.358417
No,No,No,No,Yes,Eganville - Renfrew County Virtual Triage and Assessment Centre,Eganville,https://rcvtac.ca/,844-727-6404,K0J 1T0,178 Jane Street,ON,,,,,14:00-16:00,45.541852,-77.105656
No,No,No,No,No,Renfrew Assessment Centre,Renfrew,https://rcvtac.ca/,844-727-6404,K7V 3Z8,1005 Castleford Road,ON,12:00-6:00,,,,,45.501648,-76.63828
Yes,No,No,No,No,Barry's Bay - Renfrew County Virtual Triage and Assessment Centre,Barry's Bay,https://rcvtac.ca/,844-727-6404,K0J 1B0,65 Arena Road,ON,,,11:00-3:00,,,45.488686,-77.668164
No,No,Yes,No,No,RMH COVID-19 Assessment Centre,Lindsay,https://www.rmh.org/covid-19,705-328-6217,K9V 4M8,10 Angeline Street North,ON,09:30-17:30,09:30-17:30,09:30-17:30,09:30-17:30,09:30-17:30,44.352402,-78.751362
Yes,No,Yes,No,Yes,Winchester COVID-19 Assessment Centre- Lions Club Hall,Winchester,https://eohu.ca/en/covid/covid-19-testing-assessment-centres,"800-267-7120 ",K0C 2K0,515 Albert Street,ON,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,45.092745,-75.350378
Yes,No,No,No,No,Peterborough COVID Assessment Centre - Northcrest Arena,Peterborough,https://www.prhc.on.ca/,,K9L 1P8,100 Marina Boulevard,ON,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,44.336095,-78.315978
Yes,Yes,No,Yes,No,Peterborough Regional Health Centre,Peterborough,https://www.prhc.on.ca/about-us/covid-19-novel-coronavirus/,705-876-5086,K9J 7C6,1 Hospital Drive,ON,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,44.300025,-78.347609
No,No,Yes,Yes,No,"Northumberland Hills Hospital ",Cobourg,,905-377-7783,K9A 5W6,1000 Depalma Drive,ON,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,43.976426,-78.202208
Yes,No,No,Yes,No,Health Sciences North - Assessment Centre,Sudbury,https://www.hsnsudbury.ca/portalen/Patients-and-Visitors/COVID-19/COVID-19-Assessment-Centre,705-671-7373,P3E 3Z9,2050 Regent Street,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,46.451074,-80.99822
Yes,Yes,No,No,Yes,"Dingwall Medical Clinic Building ","Dryden ",http://www.drhc.on.ca/dryden-regional-health-centre-opens/,807-223-3737,P8N 2Z6,40 Goodall Street,ON,08:00-12:00&12:30-16:00,08:00-12:00&12:30-16:00,08:00-12:00&12:30-16:00,08:00-12:00&12:30-16:00,08:00-12:00&12:30-16:00,49.769556,-92.840763
No,Yes,No,No,No,Greenstone Assessment Centre,Geraldton,http://www.geraldtondh.com/hospital-triage-area---covid-19,807-854-0051,P0T 1M0,510 Hogarth Avenue,ON,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,49.723382,-86.95697
No,No,No,No,Yes,Lady Dunn Health Centre,Wawa,https://www.ldhc.com/,705-914-1114,P0S 1K0,17 Government Road West,ON,08:30-16:30,08:30-20:00,08:30-16:30,08:30-20:00,08:30-16:30,47.987685,-84.78018
No,No,Yes,No,Yes,"Rainy River Health Centre ",Rainy River,https://www.riversidehealthcare.ca/,807-274-3261 ext. 4913,P9A 2B7,207 Victoria Avenue,ON,13:00-15:00,13:00-15:00,13:00-15:00,13:00-15:00,13:00-15:00,48.607083,-93.39302
No,No,Yes,Yes,Yes,Red Lake/ Ear Falls Assessment Centre,Red Lake,https://www.nwhu.on.ca/covid19/Pages/self-assessment.aspx,807-727-7035,P0V 2M0,51G Highway 105,ON,09:00-15:00,09:00-15:00,09:00-15:00,09:00-15:00,09:00-15:00,51.013295,-93.822435
Yes,Yes,No,Yes,Yes,Timmins COVID-19 Assessment Centre,Timmins,https://www.porcupinehu.on.ca/en/your-health/infectious-diseases/novel-coronavirus/covid-assessment-centres/,705-267-0224,P4N 8P2,651 Ross Avenue East,ON,08:30-12:00&13:15-16:00,08:30-12:00&13:15-16:00,08:30-12:00&13:15-16:00,08:30-12:00&13:15-16:00,08:30-12:00&13:15-16:00,48.486008,-81.315668
No,Yes,Yes,No,Yes,Weeneebayko Area Health Authority,Moose Factory,https://www.waha.ca/covid-19/,705-658-4220,P0L 1W0,19 Hospital Drive,ON,13:00-16:00,13:00-16:00,13:00-16:00,13:00-16:00,13:00-16:00,51.25027,-80.616541
Yes,No,Yes,No,No,Humber River Hospital Assessment Centre - Finch,Toronto,https://www.hrh.ca/covid-19/,416-747-5474,M3N 1N1,2111 Finch Avenue West,ON,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,43.754813,-79.525921
No,Yes,Yes,No,No,Michael Garron Hospital COVID-19 Assessment Centre,Toronto,https://www.tehn.ca/,416-469-6858,M4C 3E7,825 Coxwell Avenue,ON,08:00-19:30,08:00-19:30,08:00-19:30,08:00-19:30,08:00-19:30,43.68991,-79.324858
No,No,Yes,Yes,No,Taylor-Massey (Crescent Town) Temporary Testing Site,Toronto,https://ethp.ca/main/covid19-testing,416-613-8061,M4C 5M1,4 The Market Place,ON,13:00-18:30,13:00-18:30,13:00-18:30,,,43.695869,-79.292138
No,Yes,Yes,No,Yes,"Toronto Western Hospital ",Toronto,https://www.uhn.ca/Covid19,,M5T 2S7,347 Bathurst Street,ON,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,43.652594,-79.405856
Yes,Yes,No,Yes,No,St. Michael's Hospital,Toronto,https://unityhealth.to/assessment-centres/,416-864-5800,M5B 1A6,38 Shuter Street,ON,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,43.654829,-79.378003
Yes,Yes,No,No,No,Women's College Hospital,Toronto,https://www.womenscollegehospital.ca/assessmentcentre,,M5S 1B2,76 Grenville Street,ON,08:30-19:30,08:30-19:30,08:30-19:30,08:30-19:30,08:30-19:30,43.661634,-79.387628
Yes,Yes,No,No,Yes,Goderich COVID Assessment Centre - Memorial Arena,Goderich,https://www.hpph.ca/en/news/coronavirus-covid19-update.aspx#Testing-tracing-and-results-for-COVID-19,519-524-6060 ext. 263,N7A 3NS,180 McDonald Street,ON,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,43.736999,-81.713945
No,No,Yes,Yes,Yes,Guelph General Hospital,Guelph,https://www.wdgpublichealth.ca/your-health/covid-19-information-public/assessment-centres-wdg,226-773-1922,N1G 4P5,400 Southgate Drive,ON,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,43.500949,-80.219051
No,Yes,No,No,Yes,"Listowel Wingham Hospitals Alliance ",Listowel,https://lwha.ca/covid-19-up-to-date-information-you-need-to-know/,519-291-4200,N4W 2P5,255 Elizabeth Street East,ON,14:00-19:00,14:00-19:00,14:00-19:00,14:00-19:00,14:00-19:00,43.7336,-80.948919
Yes,No,Yes,No,No,The Wellington Assessment Centre - Fergus,Fergus,"http://www.whcacovid.com ",226-383-2415,N1M 1M3,235 Union Street East,ON,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,43.705713,-80.373354
Yes,No,Yes,No,No,South Bruce Grey Health Centre - Kincardine Site,Kincardine,https://www.sbghc.on.ca/,226-257-1500,N2Z 1J4,1199 Queen Street,ON,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,44.189085,-81.625465
Yes,No,Yes,Yes,Yes,Grand Bend Testing Centre,Grand Bend,http://www.GBACHC.ca/COVID-19,519-238-2362 ext. 111,N0M 1T0,69 Main Street East,ON,13:30-16:00,13:30-16:00,13:30-16:00,13:30-16:00,13:30-16:00,43.343664,-81.480958
No,Yes,Yes,No,No,Kitchener-Waterloo-Wilmot-Wellesley-Woolwich (KW4) COVID-19 Assessment Centre - Westmount Plaza,Waterloo,,855-414-2255,N2L 6J7,50 Westmount Road North,ON,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,43.46128,-80.537704
No,No,Yes,No,No,"Woodstock General Hospital ",Woodstock,https://www.wgh.on.ca/,855-905-6148,N4V 0A4,310 Juliana Drive,ON,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,43.106722,-80.753799
No,Yes,Yes,No,Yes,Huron Perth Healthcare Alliance COVID-19 Assessment Centre,Stratford,http://www.hpha.ca,519-272-8210 ext. 2747,N5A 7S7,353 McCarthy Road,ON,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:30,43.385942,-80.984148
Yes,Yes,Yes,Yes,No,Royal Victoria Regional Health Centre - COVID-19 Testing Centre,Barrie,https://www.rvh.on.ca,705-797-3120,L4M 6K9,29 Sperling Drive,ON,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,44.41129,-79.68511
Yes,Yes,Yes,Yes,No,North Durham COVID-19 Assessment Centre,Port Perry,https://www.lakeridgehealth.on.ca/en/patientsandvisitors/novel-coronavirus-2019-ncov.asp,905-985-3358,L9L 1Z4,19 Jeffery Street,ON,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-16:00,44.086166,-78.953206
Yes,No,No,No,Yes,Goderich Assessment Centre,Goderich,https://www.hpph.ca/en/news/coronavirus-covid19-update.aspx#Testing-tracing-and-results-for-COVID-19,519-524-6060 ext. 263,N7A 3N4,185 Keays Street,ON,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,43.736945,-81.711951
Yes,No,No,Yes,Yes,Clarington COVID-19 Assessment Centre,Bowmanville,"http://www.covidswab.lh.ca ",905-668-2020,L1C 3K2,2440 Durham Region Highway 2,ON,08:00-12:00 & 12:30-17:00,11:00-20:00,08:00-12:00 & 12:30-17:00,11:00-20:00,08:00-12:00 & 12:30-17:00,43.912289,-78.703852
Yes,No,Yes,No,No,Windsor Regional Hospital - St Clair Campus Assessment Centre,Windsor,https://www.wrh.on.ca/COVID19AssessmentCentre,"519-973-4443 ",N9A 6S4,2000 Talbot Road West,ON,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,42.249258,-83.020319
Yes,Yes,No,No,No,Mackenzie Health - Vaughan,Maple,,905-883-1212 ext. 2004,L6A 4H7,101-9401 Jane Street,ON,,11:30-18:30,,11:30-18:30,,43.835792,-79.531739
No,Yes,No,Yes,Yes,Temagami Medical Centre and Family Health Team,Temagami,,705-569-3244,P0H 2H0,17 O'Connor Drive,ON,08:30-16:30,08:30-16:30,08:30-16:30,08:30-16:30,08:30-16:30,47.06283,-79.787304
No,Yes,Yes,Yes,No,St. Michael's Catholic Church,Douglas,https://rcvtac.ca/,844-727-6404,K0J 1S0,5390 Highway 60,ON,,,14:00-16:00,,,45.515474,-76.946671
No,No,No,Yes,Yes,Bracebridge Assessment Centre,Bracebridge,https://www.mahc.ca/en/services/muskoka-assessment-centre.aspx,888-383-7009,P1L 2E4,75 Ann Street,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,45.047677,-79.314766
No,Yes,Yes,No,No,"City Hall/NAC testing site ",Ottawa,https://www.ottawapublichealth.ca/en/shared-content/assessment-centres.aspx,613-737-8193,K1P 1E3,63 Albert Street,ON,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,45.422398,-75.694926
No,Yes,No,No,Yes,Huntsville COVID-19 Assessment Centre,Huntsville,https://www.simcoemuskokahealth.org/Topics/COVID-19/AssessmentCentresandTesting,,P1H 1P5,20 Park Drive,ON,09:00-13:00,,09:00-13:00,,09:00-13:00,45.32321,-79.213295
Yes,Yes,Yes,Yes,No,Michael Garron Hospital - Crescent Town Health Centre,East York,,,M4C 5M1,4 The Market Place,ON,12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,43.696005,-79.29209
Yes,No,No,No,No,"Haldimand War Memorial Hospital ",Dunnville,http://www.hwmh.ca,905-774-7431,N1A 2P7,400 Broad Street,ON,09:00-11:00&12:00-14:00,,09:00-11:00&12:00-14:00,,09:00-11:00&12:00-14:00,42.905645,-79.625175
Yes,No,Yes,Yes,Yes,Haileybury Family Health Team,Haileybury,,705-672-3371,P0J 1K0,95 Meridian Avenue,ON,08:30-16:30,08:30-16:30,08:30-16:30,08:30-16:30,08:30-12:30,47.438646,-79.631821
Yes,Yes,No,Yes,Yes,Alexandria COVID-19 Assessment Centre,Alexandria,https://eohu.ca/fr/covid/covid-19-testing-assessment-centres,800-267-7120,K0C 1A0,20260 Country Road 43,ON,,,,,,45.30067,-74.629736
Yes,Yes,No,No,Yes,160 Main Street South - Shoppers Drug Mart,Brampton,https://stores.shoppersdrugmart.ca/en/store/705/,905-451-0111,"L6W 2E1 ",160 Main Street South,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,43.6782516,-79.747611
No,Yes,No,Yes,Yes,10665 Bramalea Road - Shoppers Drug Mart,Brampton,https://stores.shoppersdrugmart.ca/en/store/1447/,905-793-2011,L6R 3P4,10665 Bramalea Road,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.7573939,-79.760753
Yes,Yes,No,No,No,34 A Avondale Boulevard - Shoppers Drug Mart,Brampton,https://stores.shoppersdrugmart.ca/en/store/701/,905-793-4444,L6T 1H3,34 A Avondale Boulevard,ON,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,43.7073945,-79.699115
Yes,No,Yes,Yes,No,366 Main Street North - Shoppers Drug Mart,Brampton,https://stores.shoppersdrugmart.ca/en/store/1353/,905-456-0167,L6V 1P8,366 Main Street North,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,43.6950221,-79.771375
Yes,No,No,Yes,Yes,10048 McLaughlin Road - Shoppers Drug Mart,Brampton,https://stores.shoppersdrugmart.ca/en/store/1199/,905-846-4444,L7A 2X6,10048 McLaughlin Road,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.6963884,-79.799117
No,Yes,Yes,No,Yes,1 Kennedy Road South - Shoppers Drug Mart,Brampton,https://stores.shoppersdrugmart.ca/en/store/1058/,905-454-4464,L6W 3C9,1 Kennedy Road South,ON,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,43.6945685,-79.749197
Yes,No,No,Yes,Yes,3938 Cottrelle Boulevard - Shoppers Drug Mart,Brampton,https://stores.shoppersdrugmart.ca/en/store/1326/,905-794-7071,L6P 2R1,3938 Cottrelle Boulevard,ON,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,43.7847274,-79.662227
No,No,Yes,No,No,1180 Walkley Road - Shoppers Drug Mart,Ottawa,https://stores.shoppersdrugmart.ca/en/store/620/,613-737-3344,K1V 2M5,1180 Walkley Road,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,45.3697843,-75.663646
No,No,Yes,No,Yes,647 Earl Armstrong Road - Shoppers Drug Mart,Ottawa,https://stores.shoppersdrugmart.ca/en/store/1161/,613-822-6746,K1V 2G2,647 Earl Armstrong Road,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,45.2693834,-75.698127
No,No,No,No,Yes,455 Bank Street - Shoppers Drug Mart,Ottawa,https://stores.shoppersdrugmart.ca/en/store/1428/,613-238-9041,K2P 1Y9,455 Bank Street,ON,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,45.4119191,-75.693158
No,Yes,Yes,Yes,No,541 Montreal Road - Shoppers Drug Mart,Ottawa,https://stores.shoppersdrugmart.ca/en/store/641/,613-740-0616,K1K 0V1,541 Montreal Road,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,45.4418209,-75.646244
No,No,No,Yes,Yes,3940 Innes Road - Shoppers Drug Mart,Orleans,https://stores.shoppersdrugmart.ca/en/store/1139/,613-834-7383,K1W 1K9,3940 Innes Road,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,45.4539866,-75.507985
No,No,No,Yes,No,2954 St. Joseph Boulevard - Shoppers Drug Mart,Orleans,https://stores.shoppersdrugmart.ca/en/store/1230/,613-841-1535,K1C 1G7,2954 St. Joseph Boulevard,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,45.4750981,-75.516484
No,Yes,No,No,Yes,1630 Danforth Avenue - Shoppers Drug Mart,Toronto,https://stores.shoppersdrugmart.ca/en/store/500/,416-461-2453,M4C 1H6,1630 Danforth Ave,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,43.683901,-79.32219
No,No,Yes,Yes,No,1601 Bayview Avenue - Shoppers Drug Mart,East York,https://stores.shoppersdrugmart.ca/en/store/982/,416-489-1873,M4G 3B5,1601 Bayview Ave,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.7063311,-79.375022
Yes,No,No,No,Yes,1027 Yonge Street - Shoppers Drug Mart,Toronto,https://stores.shoppersdrugmart.ca/en/store/926/,416-961-0155,"M4W 2K9 ",1027 Yonge Street,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.6776412,-79.389454
Yes,Yes,No,Yes,Yes,3446 Dundas Street West - Shoppers Drug Mart,Toronto,https://stores.shoppersdrugmart.ca/en/store/1166/,416-766-8131,M6S 2S1,3446 Dundas Street West,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,43.6661678,-79.486735
No,No,No,Yes,Yes,1400 Dupont Street - Shoppers Drug Mart,Toronto,https://stores.shoppersdrugmart.ca/en/store/1304/,416-532-9214,"M6H 2B2 ",1400 Dupont Street,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.6668998,-79.446711
Yes,Yes,No,No,No,360A Bloor Street West - Shoppers Drug Mart,Toronto,https://stores.shoppersdrugmart.ca/en/store/806/,416-961-2121,M5S 1X1,360A Bloor Street West,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,43.6665441,-79.405057
Yes,Yes,No,No,Yes,123 Rexdale Boulevard - Shoppers Drug Mart,Etobicoke,https://stores.shoppersdrugmart.ca/en/store/857/,"416-743-1645  ",M9W 1P1,123 Rexdale Boulevard,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,43.7110841,-79.565436
No,Yes,Yes,Yes,Yes,900 Albion Road - Shoppers Drug Mart,Etobicoke,https://stores.shoppersdrugmart.ca/en/store/954/,416-741-2430,M9V 1A5,900 Albion Road,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.7353212,-79.559993
Yes,Yes,Yes,No,No,6975 Meadowvale Town Centre Circle -Shoppers Drug Mart,Mississauga,https://stores.shoppersdrugmart.ca/en/store/779/,905-826-7112,L5N 2W7,6975 Meadowvale Town Centre Circle,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,43.5819795,-79.758122
Yes,Yes,Yes,Yes,Yes,5602 Tenth Line West #101 - Shoppers Drug Mart,Mississauga,https://stores.shoppersdrugmart.ca/en/store/1147/,905-858-4618,L5M 5S5,5602 Tenth Line West #101,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.5591152,-79.744719
No,Yes,Yes,Yes,No,5425 Creditview Road #1 - Shoppers Drug Mart,Mississauga,https://stores.shoppersdrugmart.ca/en/store/791/,905-858-8711,L5V 2P3,5425 Creditview Road #1,ON,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,43.5871633,-79.695706
No,No,Yes,No,No,7070 Mclaughlin Road - Shoppers Drug Mart,Mississauga,https://stores.shoppersdrugmart.ca/en/store/902/,905-696-9791,L5W 1W7,7070 Mclaughlin Road,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.6367569,-79.71948
Yes,Yes,Yes,Yes,No,4841 Yonge Street - Shoppers Drug Mart,North York,https://stores.shoppersdrugmart.ca/en/store/986/,416-222-1174,"M2N 5X2 ",4841 Yonge Street,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.7625088,-79.410532
Yes,Yes,Yes,No,Yes,5095 Yonge Street - Shoppers Drug Mart,Toronto,https://stores.shoppersdrugmart.ca/en/store/1250/,416-226-0313,M2N 6Z4,5095 Yonge Street,ON,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,43.768663,-79.412087
Yes,No,No,No,Yes,3874 Bathurst Street - Shoppers Drug Mart,North York,https://stores.shoppersdrugmart.ca/en/store/838/,416-635-5601,M3H 3N3,3874 Bathurst Street,ON,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,43.7411737,-79.435313
No,Yes,No,No,No," 2550 Finch Ave West - Shoppers Drug Mart",North York,https://stores.shoppersdrugmart.ca/en/store/854/,416-749-5271,M9M 2G3," 2550 Finch Avenue West",ON,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,43.7490689,-79.560255
